@relation segment

@attribute original numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute Membrane_projections_0_11_1 numeric
@attribute Membrane_projections_1_11_1 numeric
@attribute Membrane_projections_2_11_1 numeric
@attribute Membrane_projections_3_11_1 numeric
@attribute Membrane_projections_4_11_1 numeric
@attribute Membrane_projections_5_11_1 numeric
@attribute class {'class 1','class 2'}

@data
27778,140832.875,405395.59375,-480146,32007745536,-320060.71875,-640231.3125,0.14795,2.3632490425838975E22,102509199360,27721.695313,132612.4375,389198.25,-469226.4375,33371127808,-322011.53125,-616441.375,0.152565,1.908660199796747E22,86688931840,63652004,12200783,25845312,16454663,26713.517578,86509.101563,300472.78125,-397241.375,33302614016,-318834.96875,-475647.78125,0.197646,3.8803605486875286E21,24590260224,1008.177734,9561223,1678341.125,5238087.5,3519318.75,21246.117188,38147.535156,159446.71875,-223987.078125,12338977792,-209719.125,-238255.03125,0.310706,4.0853528808435745E19,814298496,6475.578125,5467.400391,358700.59375,51913.5,408123.4375,217208.65625,17886.697266,24188.273438,13017.75,178866.96875,3560.36499,17329.791016,'class 1'
41965,71707.125,833062.5625,-976038,124376858624,-638716.6875,-1313359.375,0.149736,4.335918003164536E23,455142735872,40821.386719,67132.625,785756,-932001.25,121201844224,-622235.6875,-1241766.875,0.153925,3.333952114035565E23,383818891264,36420848,22384848,25908328,18108780,34149.078125,43863.109375,519562.6875,-666274.875,85217067008,-505764.84375,-826784.875,0.189945,4.574790278480155E22,103053877248,6672.308594,4884996,2784370.75,5137593.5,3858342.25,24610.740234,20341.322266,229906.46875,-317818.8125,23969794048,-282008.15625,-353629.46875,0.20947,5.181362871948364E20,5129615360,16210.646484,9538.337891,180135.15625,71230.507813,389469.375,239501.9375,19389.246094,23933.636719,15005.260742,193892.453125,3523.442871,18265.214844,'class 1'
33750,50492.183594,848980.25,-623752,-174435106816,-102501.835938,-1145002.125,0.127053,4.228402308252424E23,1086806949888,32818.660156,48811.285156,794952.3125,-592499.1875,-148335722496,-106598.40625,-1078400,0.130738,3.315360173909869E23,944398270464,35584080,22302538,25567476,16422698,27582.740234,42835.453125,492327.625,-416357.34375,-38597836800,-130112.351563,-702602.3125,0.16056,5.681568351664927E22,327744782336,5235.919922,6068259.5,3236564.5,4963182,3792520.5,21359.126953,28309.167969,192071.46875,-221338.84375,5459420160,-138947.6875,-303730,0.215089,1.330259747133815E21,27153209344,11459.533203,6223.613281,311838.9375,87020.078125,389684.34375,264726.6875,17892.744141,25355.25,14381.40918,178927.4375,3697.041504,16602.179688,'class 1'
32176,52462.175781,808477.6875,-722442,-69002469376,-275806.6875,-1169077.25,0.089267,4.164588102972435E23,797932388352,30800.123047,48848.738281,758436,-666455.25,-68703137792,-242493.265625,-1090417.25,0.094493,3.1934185486713645E23,718975074304,35352812,13734474,24988858,13946312,23618.115234,32995.871094,481439.21875,-371004.09375,-49981706240,-80499.820313,-661508.375,0.132906,4.64646236438998E22,337570922496,7182.007813,6324573,3105391,4751709,3576748.5,17695.863281,26091.767578,183904.421875,-143119.4375,-7659501568,-30069.474609,-256169.40625,0.202348,1.0471239273230778E21,51121176576,13104.259766,5922.251953,465399.28125,95852.640625,385334.125,293081.15625,15897.976563,25755.099609,9328.599609,158979.765625,5196.071777,14486.148438,'class 1'
26156,58531.765625,681869.4375,-681568,-1163572096,-339081.0625,-1024054.9375,0.064081,2.1795478442874028E23,469189230592,25254.476563,54754.78125,641728.125,-635034.3125,-5320931328,-309245.9375,-960822.6875,0.070487,1.7120860924693615E23,424552300544,32526554,6109204,24412238,11091664,20218.119141,34082.410156,418623.375,-372626.125,-19673905152,-139417.078125,-605835.1875,0.117579,3.0206288967320444E22,217545834496,5036.357422,5034149.5,2584058.25,4607271.5,3158895.25,14733.484375,20149.548828,176534.265625,-107458.351563,-10775261184,9426.575195,-224343.28125,0.192842,6.310406502437125E20,54648344576,10520.992188,5484.634766,550682.5625,99558.914063,373340.4375,318402.34375,13829.041016,24491.650391,7309.799805,138290.40625,5875.784668,12967.93457,'class 1'
20746,85982.890625,568255.5,-520434,-34429829120,-200836.265625,-840031.75,0.208773,1.1066204471978136E23,408570855424,20464.619141,80043.773438,541154.0625,-492782.15625,-32629903360,-187268.71875,-798295.5625,0.20803,9.066309900570155E22,373353840640,37066180,4593227.5,25048808,9519149,18183.039063,48149.164063,378553.15625,-320885.6875,-24223430656,-97356.40625,-544414.9375,0.207358,2.0579248036865383E22,199861354496,2281.580078,6085422,1841600.125,4890469,2729282.5,13827.977539,22966.095703,168415.34375,-101225.09375,-10266014720,12034.095703,-214484.28125,0.224397,5.2575482965197534E20,51310575616,6636.641602,4355.061523,678938.375,69174.453125,447762.5,253439.453125,12853.666992,25963.226563,6859.13623,128536.671875,5956.730957,11648.608398,'class 1'
21729,50376.535156,612249.25,-531570,-61049585664,-168677.109375,-894462.875,0.247953,1.4884622849160783E23,526764998656,21067.728516,47169.648438,579974.0625,-503076.21875,-54763438080,-159514.21875,-846638.25,0.245506,1.1949172108441067E23,472139399168,29496990,2451448.5,24850156,7035551.5,17268.408203,29529.787109,392059.59375,-331656.03125,-27259897856,-97649.976563,-565662.0625,0.230142,2.4092949710740402E22,219035336704,3799.320313,3770803,1430000.75,4774248.5,2256736.75,12650.298828,13801.838867,170728.25,-110594.140625,-9489091584,1418.612915,-222606.890625,0.208657,6.138456253914352E20,50187427840,8417.429688,4618.109375,599030.875,78413.085938,431635.03125,263212.125,11121.513672,25406.318359,5865.727051,111215.132813,6314.522461,8796.586914,'class 1'
23068,10291.544922,668272.625,-588040,-64638603264,-199341.703125,-976738.3125,0.224557,2.089772548883444E23,604345466880,22131.630859,10262.795898,630313.875,-551493.4375,-59068219392,-183927.84375,-919059,0.22227,1.643653896131467E23,540417851392,26701710,1340360.875,25080510,4962005,17199.269531,9106.379883,413783.3125,-345472.46875,-30847868928,-99127.84375,-591817.0625,0.207111,2.897163838847589E22,242742689792,4932.361328,3032713.25,603671.125,4752747.5,1733012,12215.919922,5985.274414,173722.65625,-123879.8125,-8135497728,-14462.944336,-233296.6875,0.176935,7.3490231300641E20,47888203776,9915.710938,4983.349609,446435.15625,85126.257813,407933.53125,260677.859375,9957.923828,23698,4867.772949,99579.242188,6153.942383,7028.347656,'class 1'
23611,23164.572266,724992.6875,-646776,-58663809024,-242741.828125,-1050810.125,0.125258,2.731517301241245E23,652974424064,22783.931641,20982.595703,683793.875,-607251.9375,-53921591296,-225008.140625,-989495.75,0.125575,2.155155808273609E23,584441266176,28642938,1827062.875,25773050,3396710.75,17958.650391,10710.051758,445487.34375,-381026.90625,-28736321536,-126013.773438,-636040.0625,0.128401,3.7765596704460518E22,260126785536,4825.28125,2999796.25,241463.453125,4817612.5,1240740.625,12474.875,3967.37915,180418.96875,-143940.0625,-6284785664,-36867.792969,-251012.328125,0.128199,9.501175876181683E20,45857882112,10309.056641,5483.775391,283999.71875,87353.28125,391531.0625,236601.3125,9559.822266,22580.818359,4624.227051,95598.21875,6010.881348,6623,'class 1'
26331,36768.847656,812094.9375,-747884,-50246000640,-311903.9375,-1183864.125,0.020658,4.252670585348458E23,760314462208,25399.150391,34200.457031,765359.875,-705633.75,-44107870208,-295039.53125,-1116228,0.023083,3.357719230565065E23,674350497792,34970624,2602379.75,26756710,2308765.5,19867.666016,20921.361328,493278.1875,-456237.15625,-17813268480,-191943.078125,-720531.25,0.04042,5.81588956163114E22,279405428736,5531.484375,3247410.5,267093.65625,4942615,836765.4375,13317.223633,7456.910156,191429.390625,-175513.5625,-3035744256,-71894.078125,-279133.03125,0.073651,1.3230133145958875E21,42947989504,12081.926758,6550.442383,167995.03125,76317.875,388133.75,193944.125,9708.748047,22039.226563,5155.40918,97087.484375,5795.581543,6851.695801,'class 1'
30776,40487.765625,932034.875,-954180,20636846080,-499231.625,-1409128.375,-0.024507,7.537804399999267E23,827912093696,29610.136719,37667.359375,875078.6875,-897779.6875,19937413120,-471675.59375,-1323883.75,-0.022604,5.8537063777741626E23,726258745344,42886928,2474768.5,27689560,1611255.625,22760.048828,22740.294922,551512.6875,-573509.0625,12362633216,-309188.1875,-837829.9375,-0.00869,9.191862151701915E22,279462117376,6850.087891,3623732.25,296342.25,5088444,540350,14433.202148,8350.542969,205477.859375,-212572.234375,1467700224,-113430.734375,-311713.75,0.027824,1.7765770255178578E21,39316148224,15176.93457,8326.84668,129240.859375,38852.253906,391671.71875,147406.78125,10237.698242,21070.544922,5677.09082,102376.984375,5485.566895,7489.521484,'class 1'
30944,51580.480469,440070.375,-483080,19398678528,-285740.46875,-680419.5625,1.494192,3.6351833464835813E22,155771568128,30494.617188,49373.082031,417067.625,-461163.46875,18989838336,-276290.28125,-646036.625,1.496622,2.9074860891935223E22,136712380416,24960406,1057054.5,25082274,1432202.25,27668.613281,36776.40625,290291.625,-335843.375,14152007680,-217328.890625,-454357.84375,1.508413,6.336893438483086E21,56182730752,2826.003906,6585805,84447,9311579,264964.5,22812.847656,20598.117188,160128.578125,-185037.984375,4269864704,-119540.664063,-250535.296875,1.512443,5.875283132033144E20,17159595008,7681.769531,4855.765625,607851.625,11323.732422,1206376,26711.955078,18547.060547,22990.408203,15522.40918,185470.609375,2701.364502,17682.316406,'class 1'
31628,31694.335938,363503.25,-486006,51557036032,-399441.4375,-572570.5625,1.388458,7.079840447061375E21,29973690368,31411.566406,29340.804688,357848.96875,-474551.375,48086421504,-383923.96875,-565178.75,1.395367,7.39853148224276E21,32853303296,19238222,1182170.25,28361722,1616778.375,29458.634766,16745.208984,313767.90625,-392126.28125,27213711360,-286168.53125,-498084.03125,1.428477,6.905216749209804E21,44908175360,1952.931641,5076875,102439.648438,9914200,291966.34375,24046.611328,6762.187012,196635.515625,-223171.921875,5446837248,-139478.5,-306865.34375,1.476439,1.3954741215379535E21,28018358272,7364.955078,5412.023438,335338.96875,27265.996094,1223688.75,30131.945313,20285.990234,30650.455078,14984,202859.90625,5292.223145,18272.863281,'class 1'
28727,41749.824219,351830.4375,-355026,-808565760,-175249.9375,-534802.0625,1.393983,1.6294611171577826E22,129277722624,28710.722656,39420.90625,349376.875,-355181.78125,306599936,-178456.234375,-531907.3125,1.400713,1.5760138604500285E22,124927680512,23341048,1417194.5,31719986,1693235,28026.134766,25250.4375,319416.875,-335759.9375,4609917440,-182222.421875,-489297.46875,1.443826,1.063033146334243E22,94295080960,684.587891,5491723.5,177575.765625,10384290,292941.5,23566.414063,9924.330078,204174.09375,-214656.515625,2154257408,-117883.09375,-311429.9375,1.523987,1.7260777406836874E21,37460381696,5144.308594,4459.720703,340552.53125,24934.511719,1241001.875,28267.013672,19840.652344,31588.636719,12782.59082,198406.515625,6065.298828,18043.453125,'class 1'
28490,49426.113281,483615.96875,-310142,-71477968896,-1070.845215,-619213.125,1.452368,3.6753448717006018E22,382099914752,28270.179688,46608.058594,468824.46875,-309375.75,-64243036160,-12439.102539,-606312.375,1.458111,3.375671074075723E22,352685490176,30395688,1615084.25,35430176,1688318.625,26893.416016,29861.839844,376898.21875,-293235.03125,-28603852800,-69403.507813,-517066.5625,1.49501,1.723194085842282E22,200402206720,1376.763672,5819881,188322.875,10806838,281571.28125,22890.117188,10571.892578,216131.40625,-197363.65625,-3880187648,-80666.226563,-314061.09375,-1.570651,2.121860972073936E21,54473158656,5380.0625,4003.298828,342326.78125,17858.601563,1245171.375,26115.59375,19523.064453,32501.408203,11423.954102,195230.640625,6920.645996,17947.644531,'class 1'
31883,67985.390625,630136.5,-543324,-51426295808,-189450.390625,-897197.625,1.526471,1.4786797459494892E23,500906131456,31332.085938,63132.148438,605078.4375,-519422.21875,-48517988352,-178881.6875,-859962.75,1.531481,1.2515225042005637E23,463871410176,40683140,1469498.625,39330588,1589150.75,28014.390625,36153.984375,453928.03125,-378751.875,-31307309056,-119579.039063,-637924.6875,1.562853,3.85432692809156E22,268682231808,3317.695313,6149288.5,132886.34375,11195572,255862.46875,22625.966797,9164.140625,232807.375,-197209.75,-7734316544,-65083.902344,-329335.59375,-1.522699,2.715765995321514E21,69828960256,8706.119141,5388.423828,342950,9523.166016,1238790.875,24083.755859,19548,32939.273438,11282.90918,195480,7558.911133,17070.216797,'class 1'
35821,69630.671875,808918.375,-809238,-1452273536,-402828.34375,-1215647.625,-1.49858,4.326538266148619E23,660675231744,35084.597656,64387.367188,769617.5625,-765862.5625,-4479118848,-377126.8125,-1154598.25,-1.497863,3.545444034840645E23,604461924352,51858740,1306883.5,43094472,1418772,30350.001953,35904.0625,540723.75,-514195.625,-14999794688,-229416.640625,-798974.625,-1.491662,8.576945162180375E22,324396285952,4734.595703,6571026,116187,11548778,220774.734375,23007.429688,7669.165039,249721,-220976.296875,-7131576320,-81910.828125,-360041.78125,-1.472822,3.7773739212586804E21,77356818432,12077.167969,7342.572266,345055.6875,3977.108154,1224245.625,22833.501953,19740.824219,32720.818359,11950.59082,197408.25,7866.086426,16729.216797,'class 1'
40903,48769.957031,965524.5625,-957872,-17311266816,-461192.0625,-1454551.875,-1.426791,9.053743416457911E23,986763821056,39627.496094,45064.148438,914503.9375,-906357.5625,-16364924928,-435469.09375,-1377246,-1.426764,7.286101459417262E23,886943776768,61081928,1343685,46281724,1228930.375,32696.679688,25333.025391,621652,-612727.375,-9720290304,-290890.46875,-934564.25,-1.426196,1.5554863857944794E23,414315937792,6930.816406,7117698,165493.984375,11848438,184396.53125,23831.582031,6349.634277,265671.8125,-257064.890625,-3008560640,-117318.164063,-396811.625,-1.429526,5.162128912733539E21,78116593664,15795.914063,8865.097656,351395.40625,3551.321777,1203479.25,22955.972656,19752.220703,32464.273438,12077.5,197522.203125,7833.512695,16541.826172,'class 1'
42015,19345.767578,1049050.375,-1047434,-20329050112,-504655.46875,-1590212.5,-1.388978,1.2928812753497236E24,1178434142208,40903.421875,18227.080078,993975.75,-996408.6875,-14123175936,-484226.34375,-1508591,-1.389257,1.0417996874011074E24,1049323044864,68028600,1312096.375,48450260,1066621.5,34555.648438,12364.460938,674354.9375,-694841.5,6961487872,-357588.375,-1032094.625,-1.390714,2.1965620833916383E23,454958710784,6347.773438,7795640.5,180927.890625,12065456,153767.46875,24704.1875,6960.817871,277867.15625,-289822.84375,2401213440,-153447.953125,-426197.71875,-1.404405,6.248762497375073E21,74392436736,16199.234375,9851.460938,364949.78125,7555.01709,1177955.125,24692.857422,19599.832031,31502.849609,12879.349609,195998.328125,7330.42334,16135.347656,'class 1'
42326,33806.488281,1062826.625,-1174006,104779751424,-684319.5625,-1663692.375,-1.362876,1.322016034116703E24,959171133440,41606.425781,31725.226563,1008499.3125,-1113468,94332141568,-649118.3125,-1577817.625,-1.36638,1.0693152399724603E24,862482464768,72821800,990682,49280340,958244,35920.570313,20890.222656,688431.4375,-755873.1875,42170359808,-438594.59375,-1073151.75,-1.386519,2.3005907311842694E23,402662785024,5685.855469,8562237,120750.445313,12168545,132609.359375,25205.861328,11538.594727,280957.5625,-304953.5625,6099234816,-173995.8125,-435911.3125,-1.402952,6.379547030553912E21,68599730176,16400.564453,10714.708984,388550.8125,13073.570313,1148741.875,27810.066406,19265.978516,30053.591797,12948.863281,192659.78125,6452.432617,15903.086914,'class 1'
43559,72650.695313,984808.875,-1076490,88106491904,-627489.8125,-1525490.25,-1.443592,9.344866184434305E23,806404751360,42282.390625,67382.179688,935624.1875,-1021973.5,78745247744,-594934.625,-1449012.375,-1.443615,7.618580962915785E23,729448775680,72908608,884350.125,48669360,908231.8125,35199.085938,40283.652344,647031.375,-703922.5,35507187712,-406652.375,-1001192.625,-1.440767,1.7515084418795417E23,353478115328,7083.304688,9326601,56463.765625,12133209,121570.78125,25067.359375,17722.275391,270732.3125,-294733.9375,6063597056,-169620.28125,-419847.59375,-1.416446,5.439132940914123E21,62613704704,17215.03125,10131.726563,423841.5625,17178.417969,1116641.125,31653.470703,18748.214844,28484.591797,13296.136719,187482.140625,5570.012207,16129.347656,'class 1'
37633,78539.492188,824742.0625,-808238,-13577268224,-387655.75,-1228820.25,-1.553825,4.622111311132795E23,707557720064,36906.96875,73989.8125,785133.625,-774340.0625,-8605897728,-376211.28125,-1172468.875,-1.54632,3.801636884107154E23,634026131456,66360080,1221369.25,46761932,901231.9375,32473.914063,49295.074219,556390.9375,-573126.75,8650992640,-302077.78125,-844175.75,-1.496707,9.6528803333171E22,293870206976,4433.054688,10062154,31805.609375,11947264,119561.890625,24324.085938,23482.951172,247306.6875,-263962.1875,3667980288,-146697.421875,-381226.96875,-1.422182,3.832468144350164E21,55004106752,12582.882813,8149.828125,470529.9375,18555.076172,1082300.25,35347.234375,18355.042969,26650.955078,13311.681641,183550.421875,4659.77832,16507.912109,'class 1'
35089,43067.347656,690338,-637468,-56783360000,-239504.78125,-1035431.25,-1.295452,2.5743205973997587E23,633498894336,34588.925781,40368.6875,662728.75,-615052.875,-49879015424,-234985.078125,-995120.6875,-1.298233,2.1857829878995047E23,577806139392,44920328,1406868.375,43192132,923279.25,31204.746094,24816.472656,492429.90625,-469204.5625,-20215056384,-194881.21875,-743527.875,-1.314538,6.626892828568429E22,301013172224,3384.179688,6591776.5,21063.757813,11598304,120350.429688,24622.111328,5524.245605,239628.1875,-238617.25,-1940599680,-111435.6875,-365798.8125,-1.332744,3.6839349250398576E21,64700596224,9966.814453,6582.634766,316099.78125,40085.964844,1153406,39114.757813,20478.283203,32931.699219,14275.40918,204782.828125,6927.533691,17482.173828,'class 1'
33947,7641.472168,649876.4375,-614266,-51852079104,-231927.46875,-996604.5,-1.227689,2.206322824936031E23,584731000832,33522.464844,7203.631836,624166.8125,-591181.875,-46280048640,-225594.625,-956769.125,-1.232222,1.868462060314756E23,534616145920,38798204,783799.3125,40481180,919759.5625,30492.810547,5111.937988,465897.6875,-443731.25,-22073958400,-176713.796875,-710748.6875,-1.261433,5.615382100461202E22,285193273344,3029.654297,6530053,22767.324219,11238037,128768.96875,24293.712891,4677.768066,229537.65625,-223866.71875,-3375873024,-97751.890625,-349981.53125,-1.301643,3.188389221341493E21,63619796992,9228.751953,6199.097656,309723.34375,41643.953125,1111574.875,40617.167969,19782.035156,30205.550781,13772.863281,197820.359375,6304.909668,17653.205078,'class 1'
34713,46750.289063,613247.3125,-575976,-41302994944,-223498.9375,-928453.0625,-1.276558,1.6486577556054457E23,496960339968,33956.644531,43741.355469,585982.1875,-551863.125,-36971241472,-215545.609375,-888180.625,-1.275277,1.3779126950789924E23,452437868544,38632400,403990.59375,37506144,915443.25,29878.466797,28009.326172,427525.125,-411830.96875,-16115346432,-169929.0625,-653732.875,-1.267127,3.969872631211266E22,234066116608,4078.177734,7022636,32836.941406,10748963,143773.328125,23888.806641,14046.452148,211716.53125,-208968.984375,-2623783424,-92604.070313,-325333.90625,-1.27979,2.36519932640253E21,54163173376,10067.837891,5989.660156,321546.5625,36768.914063,1066458.625,40832.632813,19191.503906,27804.773438,13536.545898,191915.03125,5411.702637,18128.9375,'class 1'
33711,71004.609375,520177.75,-571040,22235041792,-327551.53125,-814528.4375,-1.347795,7.733031840966077E22,237146521600,33009.324219,67187.367188,495619.9375,-541452.5,18340663296,-307034,-775871,-1.340569,6.444133152810032E22,219808137216,40884276,327039.34375,34391816,932436.625,29018.720703,46289.242188,358927.03125,-380291.65625,3443480576,-199427.203125,-561156.125,-1.296325,1.8923436583467837E22,130847801344,3990.603516,7986868,38109.71875,10127490,166212.921875,23321.759766,22953.306641,184727.5,-190342.828125,-473543168,-92715.265625,-287970.40625,-1.269981,1.3812679387258783E21,38124564480,9687.564453,5696.960938,348479,27410.8125,1018576.25,40373.59375,18609.65625,25368.773438,14257.900391,186096.5625,4026.95874,18118.601563,'class 1'
30297,81433.382813,345458.15625,-418340,26894245888,-288502.25,-548177.75,-1.400622,1.1801052319576553E22,67431362560,29773.205078,77856.585938,332034.84375,-400145.625,23894290432,-273122.65625,-527168.625,-1.387137,1.0333815589776264E22,64539348992,42470676,323021.125,31143606,996540.375,26821.919922,57431.679688,255814.15625,-296400.5,9715909632,-185732.5,-407068.5,-1.312846,4.3038981979438664E21,48989626368,2951.285156,9109046,32701.605469,9371945,197498.984375,22430.109375,30193.675781,148504,-161692.453125,1229907712,-88848.757813,-234536.15625,-1.276946,5.549111336395719E20,21224816640,7343.095703,4391.810547,385048.875,17193.761719,968452.9375,40780.71875,17845.816406,22887.408203,14903.59082,178458.15625,2658.313965,17764.019531,'class 1'
22905,83141.757813,118244.257813,-125714,764450816,-69264.453125,-182163.546875,-1.416646,2.0144117348112007E20,12746206208,22985.882813,80237.820313,120798.234375,-131045.453125,1130189696,-74804.5625,-187286.34375,-1.408866,2.1727429925076887E20,12652152832,42464112,292071.03125,27731198,1125157.125,23106.798828,62960.121094,129293.796875,-150538.375,2716766208,-96236.585938,-204840.15625,-1.35603,2.672900100749504E20,11794737152,-120.916016,9907117,39307.636719,8491896,239702.71875,21116.082031,35009.789063,105139.53125,-119053.195313,1344398080,-72159.515625,-165946.875,-1.341614,1.2467253275798589E20,8796069888,1869.800781,1990.716797,426322.125,9548.603516,916599.125,44493.191406,17000.048828,20878.273438,14987.636719,170000.484375,2037.564941,16593.5,'class 1'
31847,37989.257813,444508.5,-442188,-18547345408,-182515.328125,-701860.6875,-1.168291,5.273833608321051E22,269719601152,31586.861328,36745.410156,428112.875,-431631.375,-14195879936,-185111,-678151.75,-1.169616,4.5288886903580695E22,243089178624,30151380,217479,28815044,1119249.625,29694.208984,29246.535156,332308.4375,-360768.25,2322204672,-186940.09375,-534596.4375,-1.178555,1.5731019455209614E22,120864915456,1892.652344,5686254.5,49417.195313,8903382,236469.578125,24554.216797,15265.696289,182817.703125,-206560.09375,3114252544,-119654.882813,-293465.3125,-1.228758,1.2889748271372446E21,30210060288,7032.644531,5139.992188,263751.25,16252.907227,1034369.375,44523.601563,19855.816406,26081.650391,15311.772461,198558.15625,4040.691406,19702.46875,'class 1'
30666,67212.195313,286852.0625,-349830,15439593472,-226721.65625,-472938.34375,-1.123564,7.419062829993989E21,60622655488,30156.740234,64185.902344,278514.59375,-338165.34375,14171082752,-218090.9375,-458239.75,-1.13508,6.59506566482182E21,57671458816,31487828,503623.90625,25707276,1363923,27534.181641,47657.222656,230446.5,-273301.8125,8475286528,-172315.765625,-374287.875,-1.200749,3.0469671858428046E21,40792727552,2622.558594,6004978,80516.210938,7964361.5,309861.75,23479.652344,23199.003906,146172.546875,-169149.640625,3013604352,-104812.28125,-233487,-1.284123,4.737275579067311E20,16557185024,6677.087891,4054.529297,250289.109375,8720.366211,959059.375,57252.113281,18953.240234,24354.5,15562.200195,189532.40625,2893.297607,18558.5625,'class 1'
23779,76818.484375,109287.484375,-127818,668959232,-69376.570313,-186259.4375,0.950637,2.2319565315145885E20,13661603840,23829.050781,73288.445313,108630.203125,-129550.3125,1295341568,-75694.210938,-183406.40625,1.001386,1.947182843998744E20,11601917952,29304114,1063971,22431610,1705468.25,23672.070313,54040.0625,112223.09375,-134176.84375,2562173184,-90146.359375,-178207.328125,1.37403,1.3961176437034582E20,7754733568,156.980469,5982315.5,155541.125,6934639,411518.53125,21811.300781,27240.494141,101262.367188,-114451.835938,1389249536,-71028.84375,-157874.828125,-1.476224,9.879728581688217E19,7542224896,2017.75,1860.769531,254320.6875,12870.178711,880982.6875,80832.53125,17947.564453,23005.408203,15821.09082,179475.640625,2516.268066,16952.660156,'class 1'
33506,51583.5625,396329.21875,-516712,47549579264,-378154.28125,-655269.75,-1.034477,2.0503053886569715E22,76792971264,32873.617188,48539.65625,378796.25,-492159.875,42640949248,-358315.21875,-626004.5,-1.046647,1.7356988931576296E22,71657553920,22666544,1470154.625,23686972,1782452.375,29454.246094,31943.595703,283081.8125,-355817.84375,19622692864,-246141.546875,-465494.15625,-1.127405,6.091735489167546E21,48115564544,3419.371094,3731274.25,243606.3125,7385525.5,447720.59375,24146.558594,11646.348633,157687.578125,-185714.21875,3812149248,-116357.9375,-255070.5,-1.220401,6.63623771335273E20,19241177088,8727.058594,5307.6875,298147.84375,16196.47168,1011285.375,85953.90625,19938.058594,26248.050781,15796.849609,199380.578125,3420.797607,19247.652344,'class 1'
23646,69003.5625,133723.640625,-95308,-4409108992,-13576.654297,-177039.34375,1.543547,2.427146585567616E20,26720051200,23824.728516,65133.816406,134160.046875,-103630.109375,-3630537472,-24161.009766,-183099.203125,1.563465,2.7128669086145105E20,25261350912,19147980,1564590.625,20938600,2313341.5,24287.890625,43750.84375,137726.328125,-139416.21875,124652336,-70608.023438,-208224.421875,-1.462405,3.6810094148694154E20,18938271744,-463.162109,3180575.75,404831.375,6301758.5,622320.75,22423.957031,17752.212891,112365.085938,-126994.328125,1540864512,-77084.15625,-176904.5,-1.359253,1.60696632663276E20,9964101632,1400.771484,1863.933594,226759.171875,49130.953125,900493.5625,129247.804688,18684.292969,22948.408203,16242.181641,186842.9375,2748.614014,17246.486328,'class 1'
